horizon,model,group_kind,group,n,n_positive,base_rate,n_firms,pr_auc,roc_auc,pr_auc_cluster_ci_low,pr_auc_cluster_ci_high,status
4,xgboost,SIC-2,80,791,24,0.03034134007585335,86,0.3819663068035915,0.8996631899174272,0.1274421392932451,0.7584850337743844,reported
4,xgboost,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,1,190,7,0.03684210526315789,22,,,,,"too few (7 test positives, need 20)"
4,transformer,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,9,14,2,0.14285714285714285,2,,,,,"too few (2 test positives, need 20)"
4,transformer,SIC-2,10,221,3,0.013574660633484163,22,,,,,"too few (3 test positives, need 20)"
4,transformer,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,13,784,4,0.00510204081632653,87,,,,,"too few (4 test positives, need 20)"
4,transformer,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,16,176,6,0.03409090909090909,18,,,,,"too few (6 test positives, need 20)"
4,transformer,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,20,997,10,0.010030090270812437,99,,,,,"too few (10 test positives, need 20)"
4,transformer,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,24,149,4,0.026845637583892617,13,,,,,"too few (4 test positives, need 20)"
4,transformer,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,28,4357,69,0.015836584806059217,516,0.1013681368665138,0.8602503785420723,0.04200905453879121,0.22414690478769317,reported
4,transformer,SIC-2,29,175,4,0.022857142857142857,16,,,,,"too few (4 test positives, need 20)"
4,transformer,SIC-2,30,229,1,0.004366812227074236,23,,,,,"too few (1 test positives, need 20)"
4,transformer,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,32,104,2,0.019230769230769232,11,,,,,"too few (2 test positives, need 20)"
4,transformer,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,34,609,4,0.006568144499178982,55,,,,,"too few (4 test positives, need 20)"
4,transformer,SIC-2,35,1738,13,0.007479861910241657,163,,,,,"too few (13 test positives, need 20)"
4,transformer,SIC-2,36,2600,29,0.011153846153846153,256,0.08957607419648103,0.882200673292292,0.02682285338127362,0.23918067656480652,reported
4,transformer,SIC-2,37,1050,19,0.018095238095238095,112,,,,,"too few (19 test positives, need 20)"
4,transformer,SIC-2,38,2963,38,0.01282483968950388,302,0.08911141582924166,0.8866936572199731,0.03301000389173609,0.19268676008848745,reported
4,transformer,SIC-2,39,340,6,0.01764705882352941,33,,,,,"too few (6 test positives, need 20)"
4,transformer,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,42,161,4,0.024844720496894408,16,,,,,"too few (4 test positives, need 20)"
4,transformer,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,45,221,4,0.01809954751131222,23,,,,,"too few (4 test positives, need 20)"
4,transformer,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,48,815,6,0.007361963190184049,80,,,,,"too few (6 test positives, need 20)"
4,transformer,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,50,659,6,0.009104704097116844,64,,,,,"too few (6 test positives, need 20)"
4,transformer,SIC-2,51,444,3,0.006756756756756757,44,,,,,"too few (3 test positives, need 20)"
4,transformer,SIC-2,52,128,3,0.0234375,11,,,,,"too few (3 test positives, need 20)"
4,transformer,SIC-2,53,159,4,0.025157232704402517,14,,,,,"too few (4 test positives, need 20)"
4,transformer,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,55,300,7,0.023333333333333334,29,,,,,"too few (7 test positives, need 20)"
4,transformer,SIC-2,56,309,4,0.012944983818770227,27,,,,,"too few (4 test positives, need 20)"
4,transformer,SIC-2,57,115,7,0.06086956521739131,14,,,,,"too few (7 test positives, need 20)"
4,transformer,SIC-2,58,575,3,0.0052173913043478265,60,,,,,"too few (3 test positives, need 20)"
4,transformer,SIC-2,59,703,18,0.025604551920341393,80,,,,,"too few (18 test positives, need 20)"
4,transformer,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,73,4669,46,0.009852216748768473,544,0.11503028866924957,0.827370707897187,0.017400072198350127,0.28646182662887415,reported
4,transformer,SIC-2,75,84,3,0.03571428571428571,10,,,,,"too few (3 test positives, need 20)"
4,transformer,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,80,791,24,0.03034134007585335,86,0.23805112038686319,0.875651890482399,0.05952010176569182,0.5205897485425545,reported
4,transformer,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
4,transformer,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,1,190,7,0.03684210526315789,22,,,,,"too few (7 test positives, need 20)"
4,C_lstm,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,9,14,2,0.14285714285714285,2,,,,,"too few (2 test positives, need 20)"
4,C_lstm,SIC-2,10,221,3,0.013574660633484163,22,,,,,"too few (3 test positives, need 20)"
4,C_lstm,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,13,784,4,0.00510204081632653,87,,,,,"too few (4 test positives, need 20)"
4,C_lstm,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,16,176,6,0.03409090909090909,18,,,,,"too few (6 test positives, need 20)"
4,C_lstm,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,20,997,10,0.010030090270812437,99,,,,,"too few (10 test positives, need 20)"
4,C_lstm,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,24,149,4,0.026845637583892617,13,,,,,"too few (4 test positives, need 20)"
4,C_lstm,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,28,4357,69,0.015836584806059217,516,0.20652726133299434,0.919269143413368,0.10392614420799313,0.3435698938182576,reported
4,C_lstm,SIC-2,29,175,4,0.022857142857142857,16,,,,,"too few (4 test positives, need 20)"
4,C_lstm,SIC-2,30,229,1,0.004366812227074236,23,,,,,"too few (1 test positives, need 20)"
4,C_lstm,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,32,104,2,0.019230769230769232,11,,,,,"too few (2 test positives, need 20)"
4,C_lstm,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,34,609,4,0.006568144499178982,55,,,,,"too few (4 test positives, need 20)"
4,C_lstm,SIC-2,35,1738,13,0.007479861910241657,163,,,,,"too few (13 test positives, need 20)"
4,C_lstm,SIC-2,36,2600,29,0.011153846153846153,256,0.16350621552417344,0.9087165868640942,0.061073797542727064,0.3303394336167455,reported
4,C_lstm,SIC-2,37,1050,19,0.018095238095238095,112,,,,,"too few (19 test positives, need 20)"
4,C_lstm,SIC-2,38,2963,38,0.01282483968950388,302,0.08788569849372829,0.8637156995051732,0.032742140216152814,0.17231563552417228,reported
4,C_lstm,SIC-2,39,340,6,0.01764705882352941,33,,,,,"too few (6 test positives, need 20)"
4,C_lstm,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,42,161,4,0.024844720496894408,16,,,,,"too few (4 test positives, need 20)"
4,C_lstm,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,45,221,4,0.01809954751131222,23,,,,,"too few (4 test positives, need 20)"
4,C_lstm,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,48,815,6,0.007361963190184049,80,,,,,"too few (6 test positives, need 20)"
4,C_lstm,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,50,659,6,0.009104704097116844,64,,,,,"too few (6 test positives, need 20)"
4,C_lstm,SIC-2,51,444,3,0.006756756756756757,44,,,,,"too few (3 test positives, need 20)"
4,C_lstm,SIC-2,52,128,3,0.0234375,11,,,,,"too few (3 test positives, need 20)"
4,C_lstm,SIC-2,53,159,4,0.025157232704402517,14,,,,,"too few (4 test positives, need 20)"
4,C_lstm,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,55,300,7,0.023333333333333334,29,,,,,"too few (7 test positives, need 20)"
4,C_lstm,SIC-2,56,309,4,0.012944983818770227,27,,,,,"too few (4 test positives, need 20)"
4,C_lstm,SIC-2,57,115,7,0.06086956521739131,14,,,,,"too few (7 test positives, need 20)"
4,C_lstm,SIC-2,58,575,3,0.0052173913043478265,60,,,,,"too few (3 test positives, need 20)"
4,C_lstm,SIC-2,59,703,18,0.025604551920341393,80,,,,,"too few (18 test positives, need 20)"
4,C_lstm,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,73,4669,46,0.009852216748768473,544,0.09320396434104243,0.8188264725521731,0.022441979264480084,0.25663479178886717,reported
4,C_lstm,SIC-2,75,84,3,0.03571428571428571,10,,,,,"too few (3 test positives, need 20)"
4,C_lstm,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,80,791,24,0.03034134007585335,86,0.39854997082676136,0.9336701434159062,0.17586933529539703,0.7159193083513171,reported
4,C_lstm,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
4,C_lstm,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
